group_name,variable,relationship_type,modeling_action,rationale,decision_source
prepregnancy_anthropometry,weight_before_pregnancy,anthropometric_index_and_components,review_within_modeling,BMI_before is the index; weight_before_pregnancy and height are its mathematical components. Not a global hard ban (each component may carry independent signal); BMI_before's own fold-safe recompute reads the components internally as transform dependencies. Modeling review / collinearity handling only.,cleaning_b_part4_transformations_imputation_plan.py (BMI_before recompute) + modeling_core.py _BMI_BEFORE_DEPENDENCY_COLS.
prepregnancy_anthropometry,height,anthropometric_index_and_components,review_within_modeling,BMI_before is the index; weight_before_pregnancy and height are its mathematical components. Not a global hard ban (each component may carry independent signal); BMI_before's own fold-safe recompute reads the components internally as transform dependencies. Modeling review / collinearity handling only.,cleaning_b_part4_transformations_imputation_plan.py (BMI_before recompute) + modeling_core.py _BMI_BEFORE_DEPENDENCY_COLS.
pregnancy_anthropometry,BMI_after,anthropometric_index_and_components,review_within_modeling,BMI_after is the near-delivery index; weight_in_pregnancy and height are its mathematical source family. BMI_after and weight_in_pregnancy are transform_source_only (fold-safe quantile categorical). Do not co-enter raw BMI_after alongside its mathematical source family without modeling review; not a global deterministic pair.,cleaning_b_feature_dictionary.csv (BMI_after row) + modeling_core.py _FOLD_SAFE_QUANTILE_SPECS.
pregnancy_anthropometry,weight_in_pregnancy,anthropometric_index_and_components,review_within_modeling,BMI_after is the near-delivery index; weight_in_pregnancy and height are its mathematical source family. BMI_after and weight_in_pregnancy are transform_source_only (fold-safe quantile categorical). Do not co-enter raw BMI_after alongside its mathematical source family without modeling review; not a global deterministic pair.,cleaning_b_feature_dictionary.csv (BMI_after row) + modeling_core.py _FOLD_SAFE_QUANTILE_SPECS.
pregnancy_anthropometry,height,anthropometric_index_and_components,review_within_modeling,BMI_after is the near-delivery index; weight_in_pregnancy and height are its mathematical source family. BMI_after and weight_in_pregnancy are transform_source_only (fold-safe quantile categorical). Do not co-enter raw BMI_after alongside its mathematical source family without modeling review; not a global deterministic pair.,cleaning_b_feature_dictionary.csv (BMI_after row) + modeling_core.py _FOLD_SAFE_QUANTILE_SPECS.
hypertension_spectrum,PIH,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
hypertension_spectrum,mild_PET,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
hypertension_spectrum,SIPET,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
hypertension_spectrum,pregnancy_related_hypertensive_disorder,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
hypertension_spectrum,any_PET_cat,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
hypertension_spectrum,severe_PET_cat,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
hypertension_spectrum,derived_hypertension_pih_pet_spectrum,hypertension_spectrum_representation,review_within_modeling,"derived_hypertension_pih_pet_spectrum is an approved 3-level grouped representation of the hypertension family, defined from clinical semantics (Decision 45/77) not target association. It is NOT an automatic hard pair against each individual PIH/PET subtype: a subtype may carry detail the grouped level collapses. any_PET_cat/severe_PET_cat are approved standalone predictor_allowed/Stage 1 predictors (Decision 94) and formula inputs / clinical-redundancy-family members of the spectrum; their addition here is metadata visibility only, not a new eligibility or hard-pair decision. Co-entry is review_within_modeling.",Decision 45/77/94; eda_c_part3_feature_engineering.py C9 (derived_hypertension_pih_pet_spectrum) + DERIVED_REDUNDANCY_GROUPS.
placental_dysfunction_proxy,derived_placental_dysfunction_proxy,placental_dysfunction_proxy_representation,review_within_modeling,"derived_placental_dysfunction_proxy is an exploratory OR-composite proxy (any_PET_cat=='present' OR IUGR==1) materialized once any_PET_cat is available as a standalone predictor (Decision 94). It is NOT an exact one-to-one re-expression of any single source -- an OR-composite of multiple sources is not automatically a global hard pair with each of them, so this is review-only, matching the existing C8 redundancy_family_columns contract for this feature. severe_PET_cat and derived_hypertension_pih_pet_spectrum are listed as clinically related family members, not formula inputs (the formula reads only any_PET_cat and IUGR).",Decision 94; eda_c_part3_feature_engineering.py C8/C9 (derived_placental_dysfunction_proxy redundancy_family_columns).
placental_dysfunction_proxy,any_PET_cat,placental_dysfunction_proxy_representation,review_within_modeling,"derived_placental_dysfunction_proxy is an exploratory OR-composite proxy (any_PET_cat=='present' OR IUGR==1) materialized once any_PET_cat is available as a standalone predictor (Decision 94). It is NOT an exact one-to-one re-expression of any single source -- an OR-composite of multiple sources is not automatically a global hard pair with each of them, so this is review-only, matching the existing C8 redundancy_family_columns contract for this feature. severe_PET_cat and derived_hypertension_pih_pet_spectrum are listed as clinically related family members, not formula inputs (the formula reads only any_PET_cat and IUGR).",Decision 94; eda_c_part3_feature_engineering.py C8/C9 (derived_placental_dysfunction_proxy redundancy_family_columns).
placental_dysfunction_proxy,severe_PET_cat,placental_dysfunction_proxy_representation,review_within_modeling,"derived_placental_dysfunction_proxy is an exploratory OR-composite proxy (any_PET_cat=='present' OR IUGR==1) materialized once any_PET_cat is available as a standalone predictor (Decision 94). It is NOT an exact one-to-one re-expression of any single source -- an OR-composite of multiple sources is not automatically a global hard pair with each of them, so this is review-only, matching the existing C8 redundancy_family_columns contract for this feature. severe_PET_cat and derived_hypertension_pih_pet_spectrum are listed as clinically related family members, not formula inputs (the formula reads only any_PET_cat and IUGR).",Decision 94; eda_c_part3_feature_engineering.py C8/C9 (derived_placental_dysfunction_proxy redundancy_family_columns).
placental_dysfunction_proxy,IUGR,placental_dysfunction_proxy_representation,review_within_modeling,"derived_placental_dysfunction_proxy is an exploratory OR-composite proxy (any_PET_cat=='present' OR IUGR==1) materialized once any_PET_cat is available as a standalone predictor (Decision 94). It is NOT an exact one-to-one re-expression of any single source -- an OR-composite of multiple sources is not automatically a global hard pair with each of them, so this is review-only, matching the existing C8 redundancy_family_columns contract for this feature. severe_PET_cat and derived_hypertension_pih_pet_spectrum are listed as clinically related family members, not formula inputs (the formula reads only any_PET_cat and IUGR).",Decision 94; eda_c_part3_feature_engineering.py C8/C9 (derived_placental_dysfunction_proxy redundancy_family_columns).
placental_dysfunction_proxy,derived_hypertension_pih_pet_spectrum,placental_dysfunction_proxy_representation,review_within_modeling,"derived_placental_dysfunction_proxy is an exploratory OR-composite proxy (any_PET_cat=='present' OR IUGR==1) materialized once any_PET_cat is available as a standalone predictor (Decision 94). It is NOT an exact one-to-one re-expression of any single source -- an OR-composite of multiple sources is not automatically a global hard pair with each of them, so this is review-only, matching the existing C8 redundancy_family_columns contract for this feature. severe_PET_cat and derived_hypertension_pih_pet_spectrum are listed as clinically related family members, not formula inputs (the formula reads only any_PET_cat and IUGR).",Decision 94; eda_c_part3_feature_engineering.py C8/C9 (derived_placental_dysfunction_proxy redundancy_family_columns).
diabetes_representation,gestational_diabetes,diabetes_representation,review_within_modeling,"diabetes_type and derived_diabetes_type_grouped ARE an approved hard deterministic co-entry pair (see model_coentry_constraints.csv). gestational_diabetes is REVIEW-ONLY here: current executable lineage does not derive it from diabetes_type and does not prove deterministic equivalence/recoverability, so it is not promoted to a hard constraint in this pass.",Decision 78; eda_c_part3_feature_engineering.py C9; D3 review item (2026-09-01 pre-C13 contract freeze).
diabetes_representation,diabetes_type,diabetes_representation,review_within_modeling,"diabetes_type and derived_diabetes_type_grouped ARE an approved hard deterministic co-entry pair (see model_coentry_constraints.csv). gestational_diabetes is REVIEW-ONLY here: current executable lineage does not derive it from diabetes_type and does not prove deterministic equivalence/recoverability, so it is not promoted to a hard constraint in this pass.",Decision 78; eda_c_part3_feature_engineering.py C9; D3 review item (2026-09-01 pre-C13 contract freeze).
diabetes_representation,derived_diabetes_type_grouped,diabetes_representation,review_within_modeling,"diabetes_type and derived_diabetes_type_grouped ARE an approved hard deterministic co-entry pair (see model_coentry_constraints.csv). gestational_diabetes is REVIEW-ONLY here: current executable lineage does not derive it from diabetes_type and does not prove deterministic equivalence/recoverability, so it is not promoted to a hard constraint in this pass.",Decision 78; eda_c_part3_feature_engineering.py C9; D3 review item (2026-09-01 pre-C13 contract freeze).
endometrioma_representation_phenotype,endometrioma,endometrioma_representation,review_within_modeling,endometrioma <-> endometrioma_size_status and endometrioma <-> endometrioma_presence_laterality are approved hard deterministic pairs (the status/laterality columns encode presence). The two derived representations vs. each other (size vs. laterality) are review_within_modeling: they encode different phenotype axes.,Data Cleaning B Section B5c; cleaning_b_feature_dictionary.csv; Decisions 22/24/25/70/84.
endometrioma_representation_phenotype,endometrioma_size_status,endometrioma_representation,review_within_modeling,endometrioma <-> endometrioma_size_status and endometrioma <-> endometrioma_presence_laterality are approved hard deterministic pairs (the status/laterality columns encode presence). The two derived representations vs. each other (size vs. laterality) are review_within_modeling: they encode different phenotype axes.,Data Cleaning B Section B5c; cleaning_b_feature_dictionary.csv; Decisions 22/24/25/70/84.
endometrioma_representation_phenotype,endometrioma_presence_laterality,endometrioma_representation,review_within_modeling,endometrioma <-> endometrioma_size_status and endometrioma <-> endometrioma_presence_laterality are approved hard deterministic pairs (the status/laterality columns encode presence). The two derived representations vs. each other (size vs. laterality) are review_within_modeling: they encode different phenotype axes.,Data Cleaning B Section B5c; cleaning_b_feature_dictionary.csv; Decisions 22/24/25/70/84.
prior_endometriosis_surgery,endometriosis_surgery,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,derived_endo_surgery_adhesion_status,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,derived_prior_endo_surgery_procedure_status,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_no_resection,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_ovarian_endometrioma_unilateral,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_ovarian_endometrioma_bilateral,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_adnexa,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_fallopian_tube,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_epiploica,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_uterus,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_lesion,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_adhesiolysis,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
prior_endometriosis_surgery,endo_resection_appendix,prior_endo_surgery_representation,review_within_modeling,endometriosis_surgery <-> derived_endo_surgery_adhesion_status and endometriosis_surgery <-> derived_prior_endo_surgery_procedure_status are approved hard deterministic pairs (the derived statuses encode the surgery/no-surgery state). The endo_resection_* multi-hot family and the two derived statuses overlap clinically but are NOT global hard pairs with each other; co-entry is review_within_modeling.,Decision 19/20/91; eda_c_part3_feature_engineering.py C8/C9 redundancy_family_columns.
adenomyosis_parent_and_multihot,adenomyosis,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_1,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_2,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
